invoice_and_item_number,date,store_number,store_name,address,city,zip_code,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-32972600009,2020-12-23,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317.0,77,POLK,1081400.0,AMERICAN SCHNAPPS,434.0,LUXCO INC,81196,PARAMOUNT PEPPERMINT SCHNAPPS PET,12,750,4.0,6.0,24,144.0,18.0,4.75
INV-48704700002,2022-06-27,5150,CASEY'S GENERAL STORE #2815  /  VICT,"901, 3RD  ST",VICTOR,52347.0,79,POWESHIEK,1081400.0,AMERICAN SCHNAPPS,434,LUXCO INC,81196,PARAMOUNT PEPPERMINT SCHNAPPS PET,12,750,4.0,6.0,24,144.0,18.0,4.75
INV-55709200010,2023-02-09,3973,MMDG SPIRITS / AMES,126A WELCH AVE,AMES,50014.0,,STORY,1081400,AMERICAN SCHNAPPS,65,JIM BEAM BRANDS,82626,DEKUYPER CHERRY PUCKER,12,750,6.75,10.13,24,243.12,18.0,4.75
INV-32283600004,2020-11-27,2178,DOUBLE D LIQUOR STORE,618 ROSSVILLE ROAD,WAUKON,52172.0,3,ALLAMAKEE,1081400.0,AMERICAN SCHNAPPS,65,JIM BEAM BRANDS,82780,DEKUYPER BUTTERSHOTS PET,12,750,6.5,9.75,24,234.0,18.0,4.75
INV-44907600111,2022-02-18,2644,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501.0,94,WEBSTER,1081400.0,AMERICAN SCHNAPPS,65,JIM BEAM BRANDS,82840,DEKUYPER LUSCIOUS PEACHTREE PET,12,750,6.5,9.75,24,234.0,18.0,4.75
INV-50051600037,2022-08-04,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403.0,,LINN,1081400.0,AMERICAN SCHNAPPS,65,JIM BEAM BRANDS,82846,DEKUYPER LUSCIOUS PEACHTREE,12,750,6.75,10.13,24,243.12,18.0,4.75
INV-31571400006,2020-11-02,5481,TOBACCO OUTLET & LIQUOR,1545 1ST AVE SE,CEDAR RAPIDS,52402.0,57,LINN,1081400.0,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84170,99 BANANAS,12,750,7.5,11.25,24,270.0,18.0,4.75
INV-39870800046,2021-09-08,2666,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023.0,77,POLK,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,84201,99 PINEAPPLE,12,750,7.5,11.25,24,270.0,18.0,4.75
INV-37286500051,2021-06-08,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,25,DALLAS,1081400.0,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84211,99 ROOT BEER,12,750,7.5,11.25,24,270.0,18.0,4.75
INV-44199800006,2022-01-27,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317.0,77,POLK,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,84211,99 ROOT BEER,12,750,7.5,11.25,24,270.0,18.0,4.75
INV-29868900003,2020-08-31,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314.0,57,LINN,1081300.0,AMERICAN CORDIALS & LIQUEURS,65.0,JIM BEAM BRANDS,85526,DEKUYPER BLUE CURACAO,12,750,5.25,7.88,24,189.12,18.0,4.75
INV-52582600002,2022-10-31,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,,POLK,1081300,AMERICAN CORDIALS & LIQUEURS,65,JIM BEAM BRANDS,85526,DEKUYPER BLUE CURACAO,12,750,5.25,7.88,24,189.12,18.0,4.75
INV-33998700051,2021-02-03,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722.0,82,SCOTT,1081300.0,AMERICAN CORDIALS & LIQUEURS,434,LUXCO INC,85606,PARAMOUNT BLUE CURACAO,12,750,5.0,7.5,24,180.0,18.0,4.75
INV-28174100040,2020-06-22,5637,CATFISH CHARLIE'S,1630 EAST 16TH ST,DUBUQUE,52001.0,31,DUBUQUE,1081500.0,TRIPLE SEC,434.0,LUXCO INC,86250,JUAREZ TRIPLE SEC,12,750,2.67,4.01,24,96.24,18.0,4.75
INV-55564500017,2023-02-03,2523,HY-VEE FOOD STORE (1058) / CENTERVILLE,609 N 18TH,CENTERVILLE,52544.0,,APPANOOSE,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,86455,BLACK VELVET APPLE,12,750,5.5,8.25,24,188.4,18.0,4.75
INV-23658100001,2019-12-04,9010,BROADBENT DISTILLERY,6175 50TH AVE,NORWALK,50211.0,91,WARREN,1081300.0,AMERICAN CORDIALS & LIQUEURS,86.0,BROADBENT VENTURES LLC,86661,BELLA LIMONCELLO,12,750,13.29,19.94,24,478.56,18.0,4.75
INV-33305000009,2021-01-08,2714,HY-VEE / VINTON,911 S. K AVE,VINTON,52349.0,6,BENTON,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,86670,JACK DANIELS TENNESSEE HONEY,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-26408300064,2020-04-08,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241.0,52,JOHNSON,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,86670,JACK DANIELS TENNESSEE HONEY,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-56097300013,2023-02-22,3443,SUPER SAVER IV,1141 N BROADWAY,COUNCIL BLUFFS,51503.0,,POTTAWATTAMIE,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,86670,JACK DANIELS TENNESSEE HONEY,12,750,15.91,23.87,24,572.88,18.0,4.75
INV-51541900022,2022-09-26,3417,BIG G FOOD STORE,PO BOX 261  310 W DILLON,MARENGO,52301,,IOWA,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,86670,JACK DANIELS TENNESSEE HONEY,12,750,15.91,23.87,24,572.88,18.0,4.75
INV-15701600092,2018-11-14,2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,1011  13TH ST NORTH,HUMBOLDT,50548,46,HUMBOLDT,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,86670,JACK DANIELS TENNESSEE HONEY,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-31765500087,2020-11-09,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,82,SCOTT,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,86670,JACK DANIELS TENNESSEE HONEY,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-35472200025,2021-03-31,4627,CASEY'S GENERAL STORE #1388 / SULLY,807 1ST ST,SULLY,50251.0,50,JASPER,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,86670,JACK DANIELS TENNESSEE HONEY,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-25490900111,2020-02-26,3443,SUPER SAVER IV,1141 N BROADWAY,COUNCIL BLUFFS,51503,78,POTTAWATTAMIE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,86670,JACK DANIELS TENNESSEE HONEY,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-36791800014,2021-05-20,2191,KEOKUK SPIRITS,1013 MAIN,KEOKUK,52632.0,56,LEE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,86692,JACK DANIELS TENNESSEE FIRE,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-22806400040,2019-10-25,2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,520 SO FREMONT,SHENANDOAH,51601.0,73,PAGE,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,86692,JACK DANIELS TENNESSEE FIRE,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-36396300059,2021-05-06,2130,SYCAMORE CONVENIENCE,617 SYCAMORE,WATERLOO,50703.0,7,BLACK HAWK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,86692,JACK DANIELS TENNESSEE FIRE,12,750,15.57,23.36,24,560.64,18.0,4.75
INV-28521400010,2020-07-06,4162,FAREWAY STORES #963 / CEDAR RAPIDS,4220  16TH AVE SW,CEDAR RAPIDS,52404,57,LINN,1081600.0,WHISKEY LIQUEUR,395,PROXIMO,86821,OLD CAMP PEACH PECAN WHISKEY,12,750,10.83,16.25,24,390.0,18.0,4.75
INV-57830100001,2023-04-25,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,,POLK,1091300.0,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,86843,OLE SMOKY SALTY CARAMEL WHISKEY,6,750,11.0,16.5,24,396.0,18.0,4.75
INV-36223400086,2021-04-29,3385,SAM'S CLUB 8162 / CEDAR RAPIDS,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402.0,57,LINN,1091300.0,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,86843,OLE SMOKY SALTY CARAMEL WHISKEY,6,750,10.0,15.0,24,360.0,18.0,4.75
INV-39254600011,2021-08-16,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314.0,57,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86886,SOUTHERN COMFORT,12,750,10.33,15.5,24,372.0,18.0,4.75
INV-16428300175,2018-12-19,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,23,CLINTON,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86886,SOUTHERN COMFORT,12,750,10.33,15.5,24,372.0,18.0,4.75
INV-45307700033,2022-07-27,5916,ANOTHER ROUND / DEWITT,622 S 6TH AVE,DEWITT,52742.0,,CLINTON,1011400.0,TENNESSEE WHISKIES,346,OLE SMOKY DISTILLERY LLC,86987,OLE SMOKY SALTY WATERMELON WHISKEY,6,750,11.0,16.5,24,396.0,18.0,4.75
INV-23024800009,2019-11-05,3722,WAL-MART 1361 / SIOUX CITY,3400 SINGING HILLS BLVD,SIOUX CITY,51106.0,97,WOODBURY,1701100.0,TEMPORARY & SPECIALTY PACKAGES,255.0,INFINIUM SPIRITS,87026,SKREWBALL PEANUT BUTTER WHISKEY,6,750,18.5,27.75,24,666.0,18.0,4.75
INV-57456900152,2023-04-12,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010,,STORY,1022200.0,100% AGAVE TEQUILA,260,DIAGEO AMERICAS,87280,CASAMIGOS BLANCO,6,750,28.49,42.74,24,1025.76,18.0,4.75
INV-31579800046,2020-11-02,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,82,SCOTT,1022200.0,100% AGAVE TEQUILA,330,GEMINI SPIRITS,87380,CORAZON DE AGAVE BLANCO,6,750,11.75,17.63,24,423.12,18.0,4.75
INV-19624500141,2019-05-28,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,82,SCOTT,1022200.0,100% AGAVE TEQUILA,330,GEMINI SPIRITS,87380,CORAZON DE AGAVE BLANCO,6,750,11.75,17.63,24,423.12,18.0,4.75
INV-42603100001,2021-12-06,6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,375 SOUTH JORDAN CREEK PARKWAY,WEST DES MOINES,50266.0,25,DALLAS,1022200.0,100% AGAVE TEQUILA,421,SAZERAC COMPANY  INC,87380,CORAZON DE AGAVE BLANCO,6,750,11.75,17.63,24,423.12,18.0,4.75
INV-18775300006,2019-04-15,4984,FAST AVE ONE STOP,2111 PARK AVE,MUSCATINE,52761,70,MUSCATINE,1022100.0,MIXTO TEQUILA,395,PROXIMO,87408,JOSE CUERVO ESPECIAL SILVER,12,750,11.07,16.61,24,398.64,18.0,4.75
INV-28955200002,2020-07-24,2238,ADVENTURELAND INN,305 34TH AVE NW,ALTOONA,50009.0,77,POLK,1022200.0,100% AGAVE TEQUILA,260,DIAGEO AMERICAS,87485,DON JULIO BLANCO,6,750,29.5,44.25,24,1062.0,18.0,4.75
INV-17732800036,2019-02-22,3477,SAM'S CLUB 6472 / COUNCIL BLUFFS,3221 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,78,POTTAWATTAMIE,1022200.0,100% AGAVE TEQUILA,395.0,PROXIMO,87510,1800 SILVER,12,750,15.46,23.19,24,556.56,18.0,4.75
INV-50025100003,2022-08-03,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,,JOHNSON,1022200.0,100% AGAVE TEQUILA,395,PROXIMO,87510,1800 SILVER,12,750,16.5,24.75,24,594.0,18.0,4.75
INV-25650100084,2020-03-05,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314.0,57,LINN,1022200.0,100% AGAVE TEQUILA,85,BROWN FORMAN CORP.,87589,EL JIMADOR SILVER,6,750,12.34,18.51,24,444.24,18.0,4.75
INV-35910700077,2021-04-19,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315.0,77,POLK,1022200.0,100% AGAVE TEQUILA,205.0,E & J GALLO WINERY,87643,FAMILIA CAMARENA SILVER,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-38348600089,2021-07-14,3443,SUPER SAVER IV,1141 N BROADWAY,COUNCIL BLUFFS,51503.0,78,POTTAWATTAMIE,1022200.0,100% AGAVE TEQUILA,421.0,SAZERAC COMPANY  INC,88036,MARGARITAVILLE SILVER TEQUILA,12,750,7.51,11.27,24,225.84,18.0,4.75
INV-38890100033,2021-08-03,3731,WAL-MART 1241 / DAVENPORT,5811 ELMORE AVE,DAVENPORT,52807.0,82,SCOTT,1022200.0,100% AGAVE TEQUILA,421,SAZERAC COMPANY  INC,88036,MARGARITAVILLE SILVER TEQUILA,12,750,7.51,11.27,24,270.48,18.0,4.75
INV-50165100002,2022-08-09,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,,POLK,1022200.0,100% AGAVE TEQUILA,240,WILLIAM GRANT & SONS INC,88116,MILAGRO SILVER,6,750,16.5,24.75,24,594.0,18.0,4.75
INV-43043400002,2021-12-20,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,77,POLK,1022200.0,100% AGAVE TEQUILA,35,BACARDI USA INC,88296,PATRON SILVER,12,750,28.0,42.0,24,1008.0,18.0,4.75
INV-19013000066,2019-04-26,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,78,POTTAWATTAMIE,1022200.0,100% AGAVE TEQUILA,410,PATRON SPIRITS COMPANY,88296,PATRON SILVER,12,750,27.5,41.25,24,990.0,18.0,4.75
INV-46188900004,2022-04-05,3814,COSTCO WHOLESALE #788 / WDM,7205 MILLS CIVIC PKWY,WEST DES MOINES,50266,25,DALLAS,1022200.0,100% AGAVE TEQUILA,35,BACARDI USA INC,88296,PATRON SILVER,12,750,28.0,42.0,24,1008.0,18.0,4.75
INV-28257300008,2020-06-24,4312,I-80 LIQUOR / COUNCIL BLUFFS,2411 S 24TH ST #1,COUNCIL BLUFFS,51501.0,78,POTTAWATTAMIE,1022200.0,100% AGAVE TEQUILA,35.0,BACARDI USA INC,88296,PATRON SILVER,12,750,27.5,41.25,24,990.0,18.0,4.75
INV-34765600220,2021-03-04,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105.0,97,WOODBURY,1022200.0,100% AGAVE TEQUILA,35.0,BACARDI USA INC,88296,PATRON SILVER,12,750,27.5,41.25,24,990.0,18.0,4.75
INV-37669400005,2021-06-21,6076,SHOP N SAVE NEWTON,404 S 11TH AVE W,NEWTON,50208.0,50,JASPER,1022200.0,100% AGAVE TEQUILA,35,BACARDI USA INC,88296,PATRON SILVER,12,750,27.5,41.25,24,990.0,18.0,4.75
INV-54178200026,2022-12-20,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158.0,,MARSHALL,1022200,100% AGAVE TEQUILA,35,BACARDI USA INC,88296,PATRON SILVER,12,750,28.0,42.0,24,1008.0,18.0,4.75
INV-44215400094,2022-01-28,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001.0,31,DUBUQUE,1022200.0,100% AGAVE TEQUILA,35,BACARDI USA INC,88296,PATRON SILVER,12,750,28.0,42.0,24,1008.0,18.0,4.75
INV-14209100098,2018-08-31,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,78,POTTAWATTAMIE,1022200.0,100% AGAVE TEQUILA,410.0,PATRON SPIRITS COMPANY,88296,PATRON TEQUILA SILVER,12,750,27.5,41.25,24,990.0,18.0,4.75
INV-42607300010,2021-12-06,4677,COSTCO WHOLESALE #1111 / CORALVILLE,2900 HEARTLAND DR,CORALVILLE,52241.0,52,JOHNSON,1022200.0,100% AGAVE TEQUILA,35,BACARDI USA INC,88296,PATRON SILVER,12,750,28.0,42.0,24,1008.0,18.0,4.75
INV-57907700105,2023-04-26,2558,HY-VEE FOOD STORE (1433) / MOUNT PLEASANT,1700 E WASHINGTON,MOUNT PLEASANT,52641,,HENRY,1022200.0,100% AGAVE TEQUILA,35,BACARDI USA INC,88296,PATRON SILVER,12,750,28.0,42.0,24,1008.0,18.0,4.75
INV-30376500004,2020-09-21,5462,7STAR LIQUOR & TOBACCO OUTLET,502 E AVE NW,CEDAR RAPIDS,52405.0,57,LINN,1022200.0,100% AGAVE TEQUILA,35.0,BACARDI USA INC,88296,PATRON SILVER,12,750,27.5,41.25,24,990.0,18.0,4.75
INV-16730800028,2019-01-04,2130,SYCAMORE CONVENIENCE,617 SYCAMORE,WATERLOO,50703,7,BLACK HAWK,1022200.0,100% AGAVE TEQUILA,410.0,PATRON SPIRITS COMPANY,88296,PATRON SILVER,12,750,27.5,41.25,24,990.0,18.0,4.75
INV-24499800061,2020-01-13,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,77,POLK,1022200.0,100% AGAVE TEQUILA,65.0,JIM BEAM BRANDS,88536,SAUZA BLUE SILVER,12,750,12.0,18.0,24,396.0,18.0,4.75
INV-57363500016,2023-04-10,2561,HY-VEE FOOD STORE (1148) / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,,POLK,1022200.0,100% AGAVE TEQUILA,65,JIM BEAM BRANDS,88548,HORNITOS PLATA,12,750,14.5,21.75,24,522.0,18.0,4.75
INV-22763300212,2019-10-24,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,77,POLK,1022100.0,MIXTO TEQUILA,65.0,JIM BEAM BRANDS,88556,SAUZA BLANCO SILVER,12,750,9.5,14.25,24,342.0,18.0,4.75
INV-31048600052,2020-10-15,3385,SAM'S CLUB 8162 / CEDAR RAPIDS,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402.0,57,LINN,1022100.0,MIXTO TEQUILA,65.0,JIM BEAM BRANDS,88556,SAUZA BLANCO SILVER,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-44157900050,2022-01-26,2285,JOHN'S GROCERY,401 EAST MARKET ST,IOWA CITY,52240.0,52,JOHNSON,1022100.0,MIXTO TEQUILA,65,JIM BEAM BRANDS,88556,SAUZA BLANCO SILVER,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-32975600001,2020-12-24,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,77,POLK,1022200.0,100% AGAVE TEQUILA,305.0,MHW LTD,88741,CLASE AZUL REPOSADO,6,750,76.84,115.26,24,2584.56,18.0,4.75
INV-39911200018,2021-09-09,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401.0,57,LINN,1022100.0,MIXTO TEQUILA,421,SAZERAC COMPANY  INC,88766,TORTILLA WHITE,12,750,6.2,9.3,24,223.2,18.0,4.75
INV-39043400016,2021-08-09,5326,ALS LIQUOR,215 W. MILWAUKEE AVE,STORM LAKE,50588.0,11,BUENA VISTA,1022100.0,MIXTO TEQUILA,421,SAZERAC COMPANY  INC,88766,TORTILLA WHITE,12,750,6.2,9.3,24,223.2,18.0,4.75
INV-31609200055,2020-11-02,2662,HY-VEE WINE & SPIRITS / MUSCATINE,"522 MULBERRY, SUITE A",MUSCATINE,52761,70,MUSCATINE,1022200.0,100% AGAVE TEQUILA,35,BACARDI USA INC,89121,CAZADORES REPOSADO,12,750,14.0,21.0,24,504.0,18.0,4.75
INV-55873500005,2023-02-15,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,,POLK,1022200,100% AGAVE TEQUILA,35,BACARDI USA INC,89121,CAZADORES REPOSADO,12,750,14.5,21.75,24,522.0,18.0,4.75
INV-58968300061,2023-06-01,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,,POLK,1022200.0,100% AGAVE TEQUILA,260,DIAGEO AMERICAS,89154,DON JULIO REPOSADO,6,750,33.49,50.24,24,1205.76,18.0,4.75
INV-24283100003,2019-12-31,4938,PRONTO MARKET,201 S MAIN ST,HAZLETON,50641.0,10,BUCHANAN,1022100.0,MIXTO TEQUILA,395.0,PROXIMO,89196,JOSE CUERVO ESPECIAL REPOSADO,12,750,11.07,16.61,24,398.64,18.0,4.75
INV-58859100046,2023-05-26,4183,FAREWAY STORES #589 / DECORAH,103 E MAIN,DECORAH,52101,,WINNESHIEK,1022100.0,MIXTO TEQUILA,395,PROXIMO,89196,JOSE CUERVO ESPECIAL REPOSADO,12,750,12.0,18.0,24,432.0,18.0,4.75
INV-28335800006,2020-06-29,2567,HY-VEE DRUGSTORE / DAVENPORT,2200 WEST KIMBERLY,DAVENPORT,52806.0,82,SCOTT,1022100.0,MIXTO TEQUILA,395.0,PROXIMO,89196,JOSE CUERVO ESPECIAL REPOSADO,12,750,11.07,16.61,24,398.64,18.0,4.75
INV-39442800001,2021-08-23,5687,CASEY'S GENERAL STORE #3756 / CEDAR RAPIDS,4560 16TH AVE SW,CEDAR RAPIDS,52404.0,57,LINN,1022100.0,MIXTO TEQUILA,395,PROXIMO,89196,JOSE CUERVO ESPECIAL REPOSADO,12,750,11.07,16.61,24,398.64,18.0,4.75
INV-29950700290,2020-09-02,2620,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311.0,77,POLK,1022200.0,100% AGAVE TEQUILA,330.0,GEMINI SPIRITS,89235,CORAZON DE AGAVE REPOSADO,6,750,13.75,20.63,24,495.12,18.0,4.75
INV-35337600046,2021-03-26,4136,FAREWAY STORES #983 / GRIMES,351 GATEWAY DR,GRIMES,50111.0,77,POLK,1022200.0,100% AGAVE TEQUILA,619.0,CAMPARI AMERICA,89286,ESPOLON REPOSADO,12,750,14.5,21.75,24,504.0,18.0,4.75
INV-47832600008,2022-05-26,2587,HY-VEE FOOD STORE / JOHNSTON,5750 MERLE HAY ROAD,JOHNSTON,50131.0,77,POLK,1022200.0,100% AGAVE TEQUILA,259,HEAVEN HILL BRANDS,89468,LUNAZUL REPOSADO,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-50068700084,2022-08-04,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,,POLK,1022200.0,100% AGAVE TEQUILA,259,HEAVEN HILL BRANDS,89468,LUNAZUL REPOSADO,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-22657500009,2019-10-18,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501.0,78,POTTAWATTAMIE,1022200.0,100% AGAVE TEQUILA,410.0,PATRON SPIRITS COMPANY,89626,PATRON REPOSADO,12,750,28.5,42.75,24,1026.0,18.0,4.75
INV-35590700026,2021-04-06,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103.0,97,WOODBURY,1022200.0,100% AGAVE TEQUILA,65.0,JIM BEAM BRANDS,89836,HORNITOS REPOSADO,12,750,13.5,20.25,24,486.0,18.0,4.75
INV-14611500001,2018-09-24,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,110 S ROOSEVELT HWY 61,BURLINGTON,52601,29,DES MOINES,1701100.0,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,100639,CROWN ROYAL DELUXE W/NFL JERSEY BAG,12,750,15.59,23.39,24,561.36,18.0,4.75
INV-44457500004,2022-02-04,3830,WAL-MART 1435 / CRESTON,806 LAUREL ST,CRESTON,50801.0,88,UNION,1701100.0,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,101601,CAPTAIN MORGAN SLICED APPLE NFL FOOTBALL ICE MOLD VAP,12,750,9.06,13.59,24,326.16,18.0,4.75
INV-53582500007,2022-12-02,3562,WAL-MART 0797 / W BURLINGTON,324 WEST AGENCY RD,WEST BURLINGTON,52655.0,,DES MOINES,1701100,TEMPORARY & SPECIALTY PACKAGES,192,"MAST-JAGERMEISTER US, INC",101770,JAGERMEISTER W/ FLASK & FUNNEL VAP,6,750,14.35,21.53,24,516.72,18.0,4.75
INV-32509100001,2020-12-08,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158.0,64,MARSHALL,1901200.0,SPECIAL ORDER ITEMS,260.0,DIAGEO AMERICAS,901882,BUCHANAN MASTER,12,750,24.5,36.75,24,882.0,18.0,4.75
INV-32139700017,2020-11-23,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314.0,77,POLK,1901200.0,SPECIAL ORDER ITEMS,305,MHW LTD,902007,ST ELIZABETH ALLSPICE DRAM,12,750,16.92,25.38,24,609.12,18.0,4.75
INV-52260800122,2022-10-19,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503.0,,POTTAWATTAMIE,1052100,IMPORTED BRANDIES,380,PHILLIPS BEVERAGE,902247,SOOH LEROUX JEZNOWKA POLISH BLACKBERRY BRANDY,12,750,6.3,9.45,24,226.8,18.0,4.75
INV-22841900001,2019-10-28,3632,WAL-MART 2004 / DUBUQUE,4200 DODGE ST,DUBUQUE,52003.0,31,DUBUQUE,1700000.0,TEMPORARY & SPECIALTY PACKAGES,260.0,DIAGEO AMERICAS,910807,CROWN ROYAL REGAL APPLE W/ SHOT GLASS,12,750,15.59,23.39,24,561.36,18.0,4.75
INV-19197000001,2019-05-07,2538,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,7,BLACK HAWK,1011100.0,BLENDED WHISKIES,395,PROXIMO,915830,PROPER NO. TWELVE,12,750,14.0,21.0,24,504.0,18.0,4.75
INV-14094900006,2018-08-28,5402,CITY LIQUOR,425 S GILBERT STREET,IOWA CITY,52240,52,JOHNSON,1901200.0,SPECIAL ORDER ITEMS,259.0,HEAVEN HILL BRANDS,940131,BURNETTS RED BERRY,12,750,4.48,6.72,24,161.28,18.0,4.75
